task_id,team,role,user_id,task_name,description,priority,expected_duration,completion_time
2051,Marketing,SEO Specialist,108,Competitor research,Competitor research for marketing team by seo specialist.,Low,3,6.11
2052,Engineering,Frontend Engineer,8,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,3,3.93
2053,Operations,Logistics Coordinator,87,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,8,8.8
2054,Marketing,Content Writer,50,Competitor research,Competitor research for marketing team by content writer.,Low,1,0.5
2055,Operations,Logistics Coordinator,162,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,8,9.01
2056,Customer Support,Technical Support,157,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,2,2.35
2057,Engineering,QA Engineer,115,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,2,4.52
2058,Operations,Operations Associate,128,Inventory check,Inventory check for operations team by operations associate.,Low,6,7.79
2059,Engineering,QA Engineer,103,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,5,5.51
2060,Finance,Financial Analyst,125,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,8,8.49
2061,Customer Support,Support Agent,154,Escalate request,Escalate request for customer support team by support agent.,Low,1,0.5
2062,Operations,Operations Associate,108,Process documentation,Process documentation for operations team by operations associate.,Low,2,0.5
2063,Marketing,Content Writer,48,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,6,2.54
2064,Marketing,Social Media Manager,27,Write blog post,Write blog post for marketing team by social media manager.,Low,8,10.11
2065,Engineering,Data Engineer,192,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,5,8.5
2066,Operations,Operations Associate,184,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,3,3.7
2067,Customer Support,Support Agent,36,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,6,10.99
2068,Engineering,Data Engineer,91,Write unit tests,Write unit tests for engineering team by data engineer.,Low,6,6.84
2069,Marketing,Content Writer,200,Write blog post,Write blog post for marketing team by content writer.,Low,1,0.5
2070,Engineering,Frontend Engineer,98,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,8,5.97
2071,Engineering,Data Engineer,99,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,8,11.14
2072,Marketing,Social Media Manager,165,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,8,10.33
2073,Marketing,Social Media Manager,56,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,1,0.5
2074,Engineering,Data Engineer,113,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,3,2.48
2075,Finance,Financial Analyst,16,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,5,6.62
2076,Engineering,Data Engineer,9,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,6,6.97
2077,Engineering,Data Engineer,22,Integration testing,Integration testing for engineering team by data engineer.,Low,6,6.46
2078,Operations,Operations Associate,79,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,1,0.5
2079,Engineering,Data Engineer,29,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,7,8.3
2080,Marketing,Social Media Manager,73,Competitor research,Competitor research for marketing team by social media manager.,Low,7,4.58
2081,Engineering,QA Engineer,163,Integration testing,Integration testing for engineering team by qa engineer.,Low,4,2.5
2082,Operations,Logistics Coordinator,37,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,4,4.71
2083,Marketing,Content Writer,29,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,3,3.22
2084,Operations,Logistics Coordinator,185,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,1,0.5
2085,Operations,Operations Associate,94,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,7,8.84
2086,Marketing,SEO Specialist,80,Write blog post,Write blog post for marketing team by seo specialist.,Low,1,1.46
2087,Customer Support,Technical Support,55,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,6,8.63
2088,Marketing,SEO Specialist,93,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,4,2.55
2089,Engineering,Data Engineer,57,Write unit tests,Write unit tests for engineering team by data engineer.,Low,4,6.93
2090,Engineering,Frontend Engineer,114,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,6,2.59
2091,Engineering,Data Engineer,189,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,6,7.56
2092,Customer Support,Support Agent,173,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,7,12.47
2093,Engineering,QA Engineer,193,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,6,6.52
2094,Engineering,Backend Engineer,36,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,7,6.17
2095,Operations,Operations Associate,190,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,3,3.25
2096,Engineering,QA Engineer,10,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,3,2.03
2097,Engineering,QA Engineer,179,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4,0.5
2098,Finance,Accountant,135,Create budget forecast,Create budget forecast for finance team by accountant.,Low,2,2.35
2099,Engineering,QA Engineer,95,Integration testing,Integration testing for engineering team by qa engineer.,Low,4,4.33
2100,Engineering,Frontend Engineer,155,Integration testing,Integration testing for engineering team by frontend engineer.,Low,2,8.02
2101,Customer Support,Support Agent,41,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,3,6.16
2102,Customer Support,Support Agent,18,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,1,0.5
2103,Operations,Operations Associate,13,Process documentation,Process documentation for operations team by operations associate.,Low,1,1.64
2104,Engineering,Data Engineer,132,Write unit tests,Write unit tests for engineering team by data engineer.,Low,5,7.95
2105,Marketing,SEO Specialist,105,Keyword research,Keyword research for marketing team by seo specialist.,Low,3,0.5
2106,Customer Support,Technical Support,96,Escalate request,Escalate request for customer support team by technical support.,Low,3,0.84
2107,Engineering,QA Engineer,140,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,4,4.54
2108,Marketing,SEO Specialist,82,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,7,9.68
2109,Engineering,QA Engineer,23,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,6,4.44
2110,Engineering,Frontend Engineer,43,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,2,0.5
2111,Engineering,Data Engineer,50,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,5,6.25
2112,Engineering,QA Engineer,83,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,5,6.5
2113,Engineering,Data Engineer,142,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,4,3.15
2114,Engineering,Data Engineer,8,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,8,11.01
2115,Engineering,Frontend Engineer,47,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,1,0.8
2116,Engineering,Backend Engineer,125,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,3,0.5
2117,Engineering,Frontend Engineer,6,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,6,9.61
2118,Operations,Operations Associate,181,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,6,9.69
2119,Operations,Operations Associate,141,Resource planning,Resource planning for operations team by operations associate.,Medium,4,8.78
2120,Marketing,Content Writer,138,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,2,1.11
2121,Operations,Operations Associate,24,Resource planning,Resource planning for operations team by operations associate.,Medium,1,1.56
2122,Customer Support,Technical Support,141,Escalate request,Escalate request for customer support team by technical support.,Low,5,12.28
2123,Engineering,Frontend Engineer,97,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,4,8.8
2124,Engineering,QA Engineer,83,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,6,6.32
2125,Finance,Accountant,124,Invoice processing,Invoice processing for finance team by accountant.,Low,8,10.36
2126,Customer Support,Support Agent,132,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,4,1.67
2127,Engineering,QA Engineer,79,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,6,0.5
2128,Finance,Financial Analyst,189,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,7,13.47
2129,Customer Support,Technical Support,69,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,1,3.19
2130,Customer Support,Technical Support,164,Escalate request,Escalate request for customer support team by technical support.,Low,4,9.81
2131,Engineering,QA Engineer,184,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,3,5.4
2132,Operations,Logistics Coordinator,187,Inventory check,Inventory check for operations team by logistics coordinator.,Low,6,5.89
2133,Engineering,Frontend Engineer,140,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,7,2.85
2134,Finance,Accountant,101,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,1,2.28
2135,Marketing,Social Media Manager,179,Competitor research,Competitor research for marketing team by social media manager.,Low,4,0.5
2136,Operations,Operations Associate,87,Resource planning,Resource planning for operations team by operations associate.,Medium,5,2.75
2137,Marketing,SEO Specialist,132,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,1,3.95
2138,Operations,Operations Associate,147,Process documentation,Process documentation for operations team by operations associate.,Low,8,7.79
2139,Operations,Operations Associate,105,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,1,0.5
2140,Customer Support,Technical Support,190,Escalate request,Escalate request for customer support team by technical support.,Low,1,0.5
2141,Operations,Operations Associate,172,Inventory check,Inventory check for operations team by operations associate.,Low,7,4.6
2142,Engineering,Backend Engineer,74,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3,5.67
2143,Engineering,QA Engineer,70,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,3,4.58
2144,Engineering,Data Engineer,60,Integration testing,Integration testing for engineering team by data engineer.,Low,1,1.41
2145,Engineering,Data Engineer,200,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,4,0.5
2146,Finance,Accountant,187,Variance analysis,Variance analysis for finance team by accountant.,Medium,7,12.15
2147,Customer Support,Technical Support,124,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,6,5.2
2148,Engineering,Frontend Engineer,28,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,5,12.97
2149,Marketing,Social Media Manager,23,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,1,3.11
2150,Customer Support,Support Agent,161,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,8,3.81
2151,Marketing,SEO Specialist,142,Competitor research,Competitor research for marketing team by seo specialist.,Low,6,5.89
2152,Finance,Accountant,88,Create budget forecast,Create budget forecast for finance team by accountant.,Low,1,0.5
2153,Marketing,Social Media Manager,117,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,7,5.99
2154,Finance,Financial Analyst,20,Invoice processing,Invoice processing for finance team by financial analyst.,Low,6,5.99
2155,Operations,Operations Associate,133,Process documentation,Process documentation for operations team by operations associate.,Low,7,4.03
2156,Finance,Accountant,174,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,5,4.13
2157,Engineering,Backend Engineer,96,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,6,2.4
2158,Engineering,QA Engineer,165,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4,0.84
2159,Operations,Logistics Coordinator,94,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,2,1.44
2160,Operations,Operations Associate,43,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,8,10.01
2161,Finance,Accountant,181,Create budget forecast,Create budget forecast for finance team by accountant.,Low,5,1.28
2162,Engineering,Frontend Engineer,53,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,6,5.67
2163,Engineering,Backend Engineer,130,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,8,8.86
2164,Engineering,Backend Engineer,7,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3,6.14
2165,Engineering,Backend Engineer,66,Integration testing,Integration testing for engineering team by backend engineer.,Low,6,5.57
2166,Engineering,Data Engineer,14,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,7,10.6
2167,Customer Support,Technical Support,157,Resolve technical issue,Resolve technical issue for customer support team by technical support.,High,1,0.5
2168,Engineering,QA Engineer,18,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,8,10.01
2169,Marketing,SEO Specialist,65,Keyword research,Keyword research for marketing team by seo specialist.,Low,7,6.42
2170,Engineering,Frontend Engineer,58,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,7,7.93
2171,Operations,Operations Associate,50,Inventory check,Inventory check for operations team by operations associate.,Low,8,13.85
2172,Marketing,Content Writer,59,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,1,3.21
2173,Operations,Operations Associate,183,Inventory check,Inventory check for operations team by operations associate.,Low,1,0.5
2174,Finance,Financial Analyst,176,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,6,10.37
2175,Engineering,Data Engineer,185,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,3,0.5
2176,Engineering,QA Engineer,31,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,1,1.73
2177,Finance,Accountant,179,Invoice processing,Invoice processing for finance team by accountant.,Low,6,5.12
2178,Engineering,Backend Engineer,160,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,3,3.26
2179,Engineering,Data Engineer,185,Write unit tests,Write unit tests for engineering team by data engineer.,Low,8,10.53
2180,Marketing,Social Media Manager,61,Keyword research,Keyword research for marketing team by social media manager.,Low,5,4.11
2181,Engineering,Data Engineer,133,Write unit tests,Write unit tests for engineering team by data engineer.,Low,3,2.24
2182,Engineering,Backend Engineer,74,Database schema update,Database schema update for engineering team by backend engineer.,Medium,4,3.04
2183,Operations,Logistics Coordinator,182,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,6,4.15
2184,Marketing,Social Media Manager,46,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,7,5.32
2185,Engineering,QA Engineer,144,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,6,7.04
2186,Marketing,SEO Specialist,75,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,3,0.5
2187,Engineering,Frontend Engineer,11,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,5,4.4
2188,Engineering,Backend Engineer,196,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,3,4.64
2189,Engineering,Data Engineer,65,Write unit tests,Write unit tests for engineering team by data engineer.,Low,1,0.5
2190,Engineering,Data Engineer,178,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,1,0.5
2191,Engineering,Frontend Engineer,7,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,6,6.92
2192,Engineering,QA Engineer,184,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,4,5.09
2193,Engineering,Data Engineer,12,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,6,3.68
2194,Engineering,Backend Engineer,111,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,5,6.26
2195,Operations,Operations Associate,77,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,6,9.9
2196,Engineering,Frontend Engineer,80,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,3,1.04
2197,Engineering,Backend Engineer,23,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,7,5.09
2198,Marketing,Content Writer,46,Write blog post,Write blog post for marketing team by content writer.,Low,7,11.96
2199,Finance,Financial Analyst,144,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,6,3.92
2200,Marketing,Social Media Manager,114,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,3,0.5
2201,Engineering,Backend Engineer,149,Database schema update,Database schema update for engineering team by backend engineer.,Medium,5,6.08
2202,Finance,Financial Analyst,113,Invoice processing,Invoice processing for finance team by financial analyst.,Low,5,6.18
2203,Marketing,Social Media Manager,65,Write blog post,Write blog post for marketing team by social media manager.,Low,2,4.02
2204,Engineering,Data Engineer,10,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,2,0.5
2205,Engineering,Data Engineer,143,Integration testing,Integration testing for engineering team by data engineer.,Low,8,9.76
2206,Customer Support,Technical Support,68,Escalate request,Escalate request for customer support team by technical support.,Low,5,6.67
2207,Marketing,Social Media Manager,11,Competitor research,Competitor research for marketing team by social media manager.,Low,7,9.95
2208,Engineering,Frontend Engineer,130,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,6,11.86
2209,Operations,Logistics Coordinator,40,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,5,5.95
2210,Operations,Operations Associate,93,Resource planning,Resource planning for operations team by operations associate.,Medium,4,1.95
2211,Marketing,SEO Specialist,149,Keyword research,Keyword research for marketing team by seo specialist.,Low,5,9.14
2212,Marketing,Social Media Manager,51,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,8,13.19
2213,Customer Support,Technical Support,194,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,2,0.5
2214,Engineering,Data Engineer,112,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,4,0.9
2215,Engineering,Data Engineer,88,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,7,10.38
2216,Engineering,Data Engineer,105,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,1,1.58
2217,Engineering,Backend Engineer,56,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,5,7.79
2218,Finance,Accountant,43,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,4,1.9
2219,Engineering,Frontend Engineer,71,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,6,7.79
2220,Engineering,Frontend Engineer,85,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,3,8.24
2221,Operations,Operations Associate,178,Inventory check,Inventory check for operations team by operations associate.,Low,4,3.9
2222,Marketing,Content Writer,2,Write blog post,Write blog post for marketing team by content writer.,Low,6,9.41
2223,Finance,Financial Analyst,185,Invoice processing,Invoice processing for finance team by financial analyst.,Low,2,3.02
2224,Engineering,Backend Engineer,191,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,1,0.74
2225,Engineering,Data Engineer,156,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,5,2.8
2226,Operations,Logistics Coordinator,26,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,3,3.77
2227,Engineering,QA Engineer,128,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,5,7.74
2228,Marketing,Content Writer,9,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,1,5.12
2229,Engineering,QA Engineer,3,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,2,0.5
2230,Engineering,Frontend Engineer,94,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,2,1.91
2231,Engineering,Data Engineer,198,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,3,4.79
2232,Marketing,Content Writer,137,Keyword research,Keyword research for marketing team by content writer.,Low,4,4.77
2233,Marketing,SEO Specialist,193,Write blog post,Write blog post for marketing team by seo specialist.,Low,2,1.32
2234,Engineering,Frontend Engineer,108,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,8,4.49
2235,Engineering,QA Engineer,26,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,5,11.0
2236,Engineering,Backend Engineer,84,Database schema update,Database schema update for engineering team by backend engineer.,Medium,3,7.3
2237,Operations,Logistics Coordinator,91,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,3,4.36
2238,Customer Support,Support Agent,124,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,2,5.15
2239,Finance,Financial Analyst,55,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,2,0.5
2240,Operations,Operations Associate,38,Process documentation,Process documentation for operations team by operations associate.,Low,1,0.5
2241,Marketing,Content Writer,180,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,2,1.22
2242,Engineering,Backend Engineer,13,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,2,0.5
2243,Engineering,Frontend Engineer,46,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,2,3.96
2244,Marketing,Content Writer,136,Write blog post,Write blog post for marketing team by content writer.,Low,5,10.34
2245,Customer Support,Technical Support,104,Escalate request,Escalate request for customer support team by technical support.,Low,2,4.04
2246,Engineering,Data Engineer,92,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,2,1.95
2247,Operations,Logistics Coordinator,85,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,3,5.24
2248,Marketing,Social Media Manager,192,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,6,5.26
2249,Engineering,Data Engineer,139,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,4,4.21
2250,Marketing,Content Writer,54,Competitor research,Competitor research for marketing team by content writer.,Low,5,10.8
2251,Operations,Logistics Coordinator,115,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,7,0.5
2252,Customer Support,Support Agent,175,Escalate request,Escalate request for customer support team by support agent.,Low,8,7.64
2253,Engineering,Frontend Engineer,66,Integration testing,Integration testing for engineering team by frontend engineer.,Low,8,6.92
2254,Marketing,Social Media Manager,2,Email campaign setup,Email campaign setup for marketing team by social media manager.,Medium,5,2.75
2255,Marketing,SEO Specialist,183,Ad campaign optimization,Ad campaign optimization for marketing team by seo specialist.,Medium,1,0.5
2256,Engineering,QA Engineer,121,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,6,12.58
2257,Customer Support,Support Agent,113,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,1,0.5
2258,Customer Support,Support Agent,200,Escalate request,Escalate request for customer support team by support agent.,Low,6,10.0
2259,Operations,Logistics Coordinator,191,Inventory check,Inventory check for operations team by logistics coordinator.,Low,3,3.27
2260,Operations,Operations Associate,41,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,1,3.8
2261,Finance,Financial Analyst,125,Invoice processing,Invoice processing for finance team by financial analyst.,Low,4,5.3
2262,Engineering,Data Engineer,145,Write unit tests,Write unit tests for engineering team by data engineer.,Low,5,3.43
2263,Operations,Operations Associate,114,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,5,7.2
2264,Operations,Operations Associate,40,Inventory check,Inventory check for operations team by operations associate.,Low,7,9.33
2265,Marketing,SEO Specialist,152,Competitor research,Competitor research for marketing team by seo specialist.,Low,4,1.53
2266,Engineering,Data Engineer,145,Write unit tests,Write unit tests for engineering team by data engineer.,Low,2,2.87
2267,Operations,Operations Associate,195,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,7,8.45
2268,Operations,Operations Associate,194,Process documentation,Process documentation for operations team by operations associate.,Low,5,10.55
2269,Marketing,Social Media Manager,38,Keyword research,Keyword research for marketing team by social media manager.,Low,3,0.66
2270,Operations,Operations Associate,92,Process documentation,Process documentation for operations team by operations associate.,Low,8,9.81
2271,Customer Support,Technical Support,184,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,2,5.15
2272,Finance,Accountant,45,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,5,6.95
2273,Engineering,Backend Engineer,137,Integration testing,Integration testing for engineering team by backend engineer.,Low,2,0.5
2274,Marketing,SEO Specialist,70,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,5,3.83
2275,Engineering,Backend Engineer,170,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,6,3.17
2276,Engineering,Data Engineer,54,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,7,7.5
2277,Operations,Logistics Coordinator,151,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,4,11.07
2278,Engineering,Backend Engineer,17,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,1,3.49
2279,Engineering,QA Engineer,53,Integration testing,Integration testing for engineering team by qa engineer.,Low,3,1.95
2280,Engineering,QA Engineer,157,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,1,1.12
2281,Operations,Operations Associate,133,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,3,0.5
2282,Finance,Financial Analyst,152,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,6,5.94
2283,Operations,Operations Associate,40,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,3,6.17
2284,Engineering,Frontend Engineer,100,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,1,0.5
2285,Engineering,Backend Engineer,22,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,7,8.67
2286,Operations,Logistics Coordinator,17,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,7,9.9
2287,Operations,Logistics Coordinator,79,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,1,3.11
2288,Finance,Financial Analyst,27,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,8,11.7
2289,Engineering,Data Engineer,20,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,8,11.54
2290,Operations,Operations Associate,145,Process documentation,Process documentation for operations team by operations associate.,Low,7,9.25
2291,Engineering,Frontend Engineer,19,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,5,6.28
2292,Finance,Financial Analyst,41,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,7,8.71
2293,Engineering,Frontend Engineer,177,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,1,0.58
2294,Engineering,Data Engineer,196,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,6,10.17
2295,Engineering,Backend Engineer,11,Integration testing,Integration testing for engineering team by backend engineer.,Low,5,6.2
2296,Marketing,Content Writer,191,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,6,6.13
2297,Marketing,Content Writer,52,Keyword research,Keyword research for marketing team by content writer.,Low,3,4.65
2298,Engineering,Data Engineer,173,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,3,1.35
2299,Marketing,Content Writer,148,Keyword research,Keyword research for marketing team by content writer.,Low,7,10.96
2300,Engineering,Backend Engineer,128,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,1,0.5
2301,Engineering,QA Engineer,192,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,3,7.96
2302,Customer Support,Support Agent,34,Escalate request,Escalate request for customer support team by support agent.,Low,7,8.56
2303,Marketing,Social Media Manager,104,Competitor research,Competitor research for marketing team by social media manager.,Low,4,1.97
2304,Finance,Financial Analyst,137,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,1,5.67
2305,Customer Support,Technical Support,9,Customer follow-up,Customer follow-up for customer support team by technical support.,Low,5,10.96
2306,Engineering,QA Engineer,45,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,3,3.86
2307,Engineering,QA Engineer,185,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,2,3.61
2308,Operations,Logistics Coordinator,111,Inventory check,Inventory check for operations team by logistics coordinator.,Low,1,0.5
2309,Operations,Logistics Coordinator,27,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,1,0.5
2310,Operations,Logistics Coordinator,42,Inventory check,Inventory check for operations team by logistics coordinator.,Low,3,3.21
2311,Customer Support,Support Agent,35,Live chat assistance,Live chat assistance for customer support team by support agent.,Low,5,9.26
2312,Engineering,Backend Engineer,65,Database schema update,Database schema update for engineering team by backend engineer.,Medium,2,0.5
2313,Finance,Financial Analyst,164,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,3,1.74
2314,Marketing,Content Writer,13,Competitor research,Competitor research for marketing team by content writer.,Low,5,6.77
